composition,hardness,load,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
Sc0.25Y0.75B12,42.66650803,0.49,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.269230769,34,4.189349112,39,5,5,67.36538462,61,8.556213018,72,11,72,15.97310504,78.09485,9.530040071,88.90585,10.811,10.811,2306.057692,549,77.43195266,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.211538462,3,0.390532544,5,2,2,91.76923077,106,14.34319527,190,84,84,1.979615385,0.82,0.11147929,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.915576923,25.1925,3.217988166,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.020366844
Sc0.25Y0.75B12,35.84738659,0.98,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.269230769,34,4.189349112,39,5,5,67.36538462,61,8.556213018,72,11,72,15.97310504,78.09485,9.530040071,88.90585,10.811,10.811,2306.057692,549,77.43195266,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.211538462,3,0.390532544,5,2,2,91.76923077,106,14.34319527,190,84,84,1.979615385,0.82,0.11147929,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.915576923,25.1925,3.217988166,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.020366844
Sc0.25Y0.75B12,33.56061761,1.96,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.269230769,34,4.189349112,39,5,5,67.36538462,61,8.556213018,72,11,72,15.97310504,78.09485,9.530040071,88.90585,10.811,10.811,2306.057692,549,77.43195266,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.211538462,3,0.390532544,5,2,2,91.76923077,106,14.34319527,190,84,84,1.979615385,0.82,0.11147929,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.915576923,25.1925,3.217988166,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.020366844
Sc0.25Y0.75B12,30.9648258,2.94,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.269230769,34,4.189349112,39,5,5,67.36538462,61,8.556213018,72,11,72,15.97310504,78.09485,9.530040071,88.90585,10.811,10.811,2306.057692,549,77.43195266,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.211538462,3,0.390532544,5,2,2,91.76923077,106,14.34319527,190,84,84,1.979615385,0.82,0.11147929,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.915576923,25.1925,3.217988166,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.020366844
Sc0.25Y0.75B12,29.97595272,4.9,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.269230769,34,4.189349112,39,5,5,67.36538462,61,8.556213018,72,11,72,15.97310504,78.09485,9.530040071,88.90585,10.811,10.811,2306.057692,549,77.43195266,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.211538462,3,0.390532544,5,2,2,91.76923077,106,14.34319527,190,84,84,1.979615385,0.82,0.11147929,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.915576923,25.1925,3.217988166,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.020366844
Sc0.25Zr0.75B12,43.69269246,0.49,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.326923077,35,4.295857988,40,5,5,69.21153846,61,5.147928994,72,11,72,16.10684446,80.413,9.776943621,91.224,10.811,10.811,2325.038462,534,42.39053254,2348,1814,2348,12.28846154,10,1.313609467,13,3,13,2.211538462,3,0.390532544,5,2,2,90.90384615,91,12.74556213,175,84,84,1.985961538,0.71,0.099763314,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0,0,0,0,0,0,3.057692308,1,0.108727811,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0,0,0,0,0,0,5.25,4,0.461538462,9,5,5,8.386538462,16.0225,2.241301775,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.65408805,0.301886792,0.044025157,0,0,0.118407193,0.016487722
Sc0.25Zr0.75B12,36.88488368,0.98,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.326923077,35,4.295857988,40,5,5,69.21153846,61,5.147928994,72,11,72,16.10684446,80.413,9.776943621,91.224,10.811,10.811,2325.038462,534,42.39053254,2348,1814,2348,12.28846154,10,1.313609467,13,3,13,2.211538462,3,0.390532544,5,2,2,90.90384615,91,12.74556213,175,84,84,1.985961538,0.71,0.099763314,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0,0,0,0,0,0,3.057692308,1,0.108727811,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0,0,0,0,0,0,5.25,4,0.461538462,9,5,5,8.386538462,16.0225,2.241301775,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.65408805,0.301886792,0.044025157,0,0,0.118407193,0.016487722
Sc0.25Zr0.75B12,34.26651024,1.96,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.326923077,35,4.295857988,40,5,5,69.21153846,61,5.147928994,72,11,72,16.10684446,80.413,9.776943621,91.224,10.811,10.811,2325.038462,534,42.39053254,2348,1814,2348,12.28846154,10,1.313609467,13,3,13,2.211538462,3,0.390532544,5,2,2,90.90384615,91,12.74556213,175,84,84,1.985961538,0.71,0.099763314,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0,0,0,0,0,0,3.057692308,1,0.108727811,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0,0,0,0,0,0,5.25,4,0.461538462,9,5,5,8.386538462,16.0225,2.241301775,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.65408805,0.301886792,0.044025157,0,0,0.118407193,0.016487722
Sc0.25Zr0.75B12,32.14900026,2.94,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.326923077,35,4.295857988,40,5,5,69.21153846,61,5.147928994,72,11,72,16.10684446,80.413,9.776943621,91.224,10.811,10.811,2325.038462,534,42.39053254,2348,1814,2348,12.28846154,10,1.313609467,13,3,13,2.211538462,3,0.390532544,5,2,2,90.90384615,91,12.74556213,175,84,84,1.985961538,0.71,0.099763314,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0,0,0,0,0,0,3.057692308,1,0.108727811,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0,0,0,0,0,0,5.25,4,0.461538462,9,5,5,8.386538462,16.0225,2.241301775,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.65408805,0.301886792,0.044025157,0,0,0.118407193,0.016487722
Sc0.25Zr0.75B12,30.44134999,4.9,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,7.326923077,35,4.295857988,40,5,5,69.21153846,61,5.147928994,72,11,72,16.10684446,80.413,9.776943621,91.224,10.811,10.811,2325.038462,534,42.39053254,2348,1814,2348,12.28846154,10,1.313609467,13,3,13,2.211538462,3,0.390532544,5,2,2,90.90384615,91,12.74556213,175,84,84,1.985961538,0.71,0.099763314,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0,0,0,0,0,0,3.057692308,1,0.108727811,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0,0,0,0,0,0,5.25,4,0.461538462,9,5,5,8.386538462,16.0225,2.241301775,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,1.22E-07,6.35E-06,2.40E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.65408805,0.301886792,0.044025157,0,0,0.118407193,0.016487722
Sc0.5Y0.5B12,45.14486766,0.49,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.923076923,34,3.550295858,39,5,5,67.34615385,61,8.591715976,72,11,72,15.12791392,78.09485,7.969687243,88.90585,10.811,10.811,2306.346154,549,76.89940828,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.192307692,3,0.355029586,5,2,2,91.38461538,106,13.63313609,190,84,84,1.982307692,0.82,0.106508876,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.720769231,25.1925,2.858343195,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.018752867
Sc0.5Y0.5B12,37.52230439,0.98,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.923076923,34,3.550295858,39,5,5,67.34615385,61,8.591715976,72,11,72,15.12791392,78.09485,7.969687243,88.90585,10.811,10.811,2306.346154,549,76.89940828,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.192307692,3,0.355029586,5,2,2,91.38461538,106,13.63313609,190,84,84,1.982307692,0.82,0.106508876,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.720769231,25.1925,2.858343195,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.018752867
Sc0.5Y0.5B12,35.79175897,1.96,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.923076923,34,3.550295858,39,5,5,67.34615385,61,8.591715976,72,11,72,15.12791392,78.09485,7.969687243,88.90585,10.811,10.811,2306.346154,549,76.89940828,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.192307692,3,0.355029586,5,2,2,91.38461538,106,13.63313609,190,84,84,1.982307692,0.82,0.106508876,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.720769231,25.1925,2.858343195,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.018752867
Sc0.5Y0.5B12,32.8251573,2.94,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.923076923,34,3.550295858,39,5,5,67.34615385,61,8.591715976,72,11,72,15.12791392,78.09485,7.969687243,88.90585,10.811,10.811,2306.346154,549,76.89940828,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.192307692,3,0.355029586,5,2,2,91.38461538,106,13.63313609,190,84,84,1.982307692,0.82,0.106508876,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.720769231,25.1925,2.858343195,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.018752867
Sc0.5Y0.5B12,31.19763704,4.9,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.923076923,34,3.550295858,39,5,5,67.34615385,61,8.591715976,72,11,72,15.12791392,78.09485,7.969687243,88.90585,10.811,10.811,2306.346154,549,76.89940828,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.192307692,3,0.355029586,5,2,2,91.38461538,106,13.63313609,190,84,84,1.982307692,0.82,0.106508876,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.720769231,25.1925,2.858343195,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.018752867
Sc0.5Zr0.5B12,47.96499819,0.49,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.961538462,35,3.621301775,40,5,5,68.57692308,61,6.319526627,72,11,72,15.21707354,80.413,8.134289609,91.224,10.811,10.811,2319,534,53.53846154,2348,1814,2348,12.26923077,10,1.349112426,13,3,13,2.192307692,3,0.355029586,5,2,2,90.80769231,91,12.56804734,175,84,84,1.986538462,0.71,0.098698225,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.115384615,2,0.213017751,2,0,0,0,0,0,0,0,0,3.038461538,1,0.073964497,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.653846154,9,1.207100592,9,0,0,0,0,0,0,0,0,5.269230769,4,0.49704142,9,5,5,8.368076923,16.0225,2.207218935,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.658227848,0.303797468,0.037974684,0,0,0.118407193,0.016159888
Sc0.5Zr0.5B12,39.63166486,0.98,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.961538462,35,3.621301775,40,5,5,68.57692308,61,6.319526627,72,11,72,15.21707354,80.413,8.134289609,91.224,10.811,10.811,2319,534,53.53846154,2348,1814,2348,12.26923077,10,1.349112426,13,3,13,2.192307692,3,0.355029586,5,2,2,90.80769231,91,12.56804734,175,84,84,1.986538462,0.71,0.098698225,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.115384615,2,0.213017751,2,0,0,0,0,0,0,0,0,3.038461538,1,0.073964497,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.653846154,9,1.207100592,9,0,0,0,0,0,0,0,0,5.269230769,4,0.49704142,9,5,5,8.368076923,16.0225,2.207218935,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.658227848,0.303797468,0.037974684,0,0,0.118407193,0.016159888
Sc0.5Zr0.5B12,37.17264847,1.96,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.961538462,35,3.621301775,40,5,5,68.57692308,61,6.319526627,72,11,72,15.21707354,80.413,8.134289609,91.224,10.811,10.811,2319,534,53.53846154,2348,1814,2348,12.26923077,10,1.349112426,13,3,13,2.192307692,3,0.355029586,5,2,2,90.80769231,91,12.56804734,175,84,84,1.986538462,0.71,0.098698225,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.115384615,2,0.213017751,2,0,0,0,0,0,0,0,0,3.038461538,1,0.073964497,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.653846154,9,1.207100592,9,0,0,0,0,0,0,0,0,5.269230769,4,0.49704142,9,5,5,8.368076923,16.0225,2.207218935,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.658227848,0.303797468,0.037974684,0,0,0.118407193,0.016159888
Sc0.5Zr0.5B12,34.07613295,2.94,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.961538462,35,3.621301775,40,5,5,68.57692308,61,6.319526627,72,11,72,15.21707354,80.413,8.134289609,91.224,10.811,10.811,2319,534,53.53846154,2348,1814,2348,12.26923077,10,1.349112426,13,3,13,2.192307692,3,0.355029586,5,2,2,90.80769231,91,12.56804734,175,84,84,1.986538462,0.71,0.098698225,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.115384615,2,0.213017751,2,0,0,0,0,0,0,0,0,3.038461538,1,0.073964497,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.653846154,9,1.207100592,9,0,0,0,0,0,0,0,0,5.269230769,4,0.49704142,9,5,5,8.368076923,16.0225,2.207218935,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.658227848,0.303797468,0.037974684,0,0,0.118407193,0.016159888
Sc0.5Zr0.5B12,32.04972129,4.9,3,0.924678098,0.923121437,0.923076969,0.923076923,0.923076923,6.961538462,35,3.621301775,40,5,5,68.57692308,61,6.319526627,72,11,72,15.21707354,80.413,8.134289609,91.224,10.811,10.811,2319,534,53.53846154,2348,1814,2348,12.26923077,10,1.349112426,13,3,13,2.192307692,3,0.355029586,5,2,2,90.80769231,91,12.56804734,175,84,84,1.986538462,0.71,0.098698225,2.04,1.33,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.115384615,2,0.213017751,2,0,0,0,0,0,0,0,0,3.038461538,1,0.073964497,4,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.653846154,9,1.207100592,9,0,0,0,0,0,0,0,0,5.269230769,4,0.49704142,9,5,5,8.368076923,16.0225,2.207218935,23.195,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,2.44E-07,6.35E-06,4.70E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.658227848,0.303797468,0.037974684,0,0,0.118407193,0.016159888
Sc0.8Y0.2B12,44.36941513,0.49,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.507692308,34,2.783431953,39,5,5,67.32307692,61,8.634319527,72,11,72,14.11368458,78.09485,6.097263849,88.90585,10.811,10.811,2306.692308,549,76.26035503,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.169230769,3,0.312426036,5,2,2,90.92307692,106,12.78106509,190,84,84,1.985538462,0.82,0.100544379,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.487,25.1925,2.426769231,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.01680655
Sc0.8Y0.2B12,36.06700163,0.98,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.507692308,34,2.783431953,39,5,5,67.32307692,61,8.634319527,72,11,72,14.11368458,78.09485,6.097263849,88.90585,10.811,10.811,2306.692308,549,76.26035503,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.169230769,3,0.312426036,5,2,2,90.92307692,106,12.78106509,190,84,84,1.985538462,0.82,0.100544379,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.487,25.1925,2.426769231,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.01680655
Sc0.8Y0.2B12,35.03692551,1.96,3,0.925253843,0.923169506,0.923077166,0.923076924,0.923076923,6.507692308,34,2.783431953,39,5,5,67.32307692,61,8.634319527,72,11,72,14.11368458,78.09485,6.097263849,88.90585,10.811,10.811,2306.692308,549,76.26035503,2348,1799,2348,12.23076923,10,1.420118343,13,3,13,2.169230769,3,0.312426036,5,2,2,90.92307692,106,12.78106509,190,84,84,1.985538462,0.82,0.100544379,2.04,1.22,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.692307692,9,1.278106509,9,0,0,0,0,0,0,0,0,5.307692308,4,0.568047337,9,5,5,8.487,25.1925,2.426769231,32.365,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,3.91E-07,6.35E-06,7.33E-07,6.35E-06,0,0,168.1538462,28,3.976331361,194,166,166,0.666666667,0.307692308,0.025641026,0,0,0.154730696,0.01680655
