composition,hardness,load,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
Zr0.5Hf0.25Gd0.25B20,31.8,2.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.333333333,67,4.444444444,72,5,5,70.47619048,45,2.902494331,72,27,72,16.46509524,167.679,10.76970522,178.49,10.811,10.811,2335.571429,920,27.73129252,2506,1586,2348,12.55952381,10,0.839002268,13,3,13,2.166666667,4,0.317460317,6,2,2,88.58333333,112,8.73015873,196,84,84,2.004285714,0.84,0.068027211,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.25,14,0.488095238,14,0,0,3.285714286,15,0.544217687,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0.083333333,7,0.16468254,7,0,0,5.238095238,11,0.453514739,16,5,5,8.029047619,24.8775,1.631519274,32.05,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.608695652,0.289855072,0.025362319,0.076086957,0,0.161717397,0.011941419
Zr0.5Hf0.25Gd0.25B20,29.4,4.9,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.333333333,67,4.444444444,72,5,5,70.47619048,45,2.902494331,72,27,72,16.46509524,167.679,10.76970522,178.49,10.811,10.811,2335.571429,920,27.73129252,2506,1586,2348,12.55952381,10,0.839002268,13,3,13,2.166666667,4,0.317460317,6,2,2,88.58333333,112,8.73015873,196,84,84,2.004285714,0.84,0.068027211,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.25,14,0.488095238,14,0,0,3.285714286,15,0.544217687,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0.083333333,7,0.16468254,7,0,0,5.238095238,11,0.453514739,16,5,5,8.029047619,24.8775,1.631519274,32.05,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.608695652,0.289855072,0.025362319,0.076086957,0,0.161717397,0.011941419
Zr0.5Hf0.25Y0.25B20,42,0.49,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.035714286,67,3.87755102,72,5,5,70.29761905,60,3.242630385,72,12,72,15.6514744,167.679,9.219951247,178.49,10.811,10.811,2338.107143,707,22.84098639,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.154761905,4,0.29478458,6,2,2,88.51190476,106,8.594104308,190,84,84,2.00452381,0.82,0.067573696,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.166666667,14,0.329365079,14,0,0,3.202380952,15,0.390306122,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.032797619,25.1925,1.638662132,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.624535316,0.29739777,0.026022305,0.05204461,0,0.154730696,0.011782058
Zr0.5Hf0.25Y0.25B20,36.4,0.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.035714286,67,3.87755102,72,5,5,70.29761905,60,3.242630385,72,12,72,15.6514744,167.679,9.219951247,178.49,10.811,10.811,2338.107143,707,22.84098639,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.154761905,4,0.29478458,6,2,2,88.51190476,106,8.594104308,190,84,84,2.00452381,0.82,0.067573696,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.166666667,14,0.329365079,14,0,0,3.202380952,15,0.390306122,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.032797619,25.1925,1.638662132,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.624535316,0.29739777,0.026022305,0.05204461,0,0.154730696,0.011782058
Zr0.5Hf0.25Y0.25B20,31.6,1.96,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.035714286,67,3.87755102,72,5,5,70.29761905,60,3.242630385,72,12,72,15.6514744,167.679,9.219951247,178.49,10.811,10.811,2338.107143,707,22.84098639,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.154761905,4,0.29478458,6,2,2,88.51190476,106,8.594104308,190,84,84,2.00452381,0.82,0.067573696,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.166666667,14,0.329365079,14,0,0,3.202380952,15,0.390306122,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.032797619,25.1925,1.638662132,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.624535316,0.29739777,0.026022305,0.05204461,0,0.154730696,0.011782058
Zr0.5Hf0.25Y0.25B20,29.6,2.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.035714286,67,3.87755102,72,5,5,70.29761905,60,3.242630385,72,12,72,15.6514744,167.679,9.219951247,178.49,10.811,10.811,2338.107143,707,22.84098639,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.154761905,4,0.29478458,6,2,2,88.51190476,106,8.594104308,190,84,84,2.00452381,0.82,0.067573696,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.166666667,14,0.329365079,14,0,0,3.202380952,15,0.390306122,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.032797619,25.1925,1.638662132,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.624535316,0.29739777,0.026022305,0.05204461,0,0.154730696,0.011782058
Zr0.5Hf0.25Y0.25B20,29.5,4.9,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,7.035714286,67,3.87755102,72,5,5,70.29761905,60,3.242630385,72,12,72,15.6514744,167.679,9.219951247,178.49,10.811,10.811,2338.107143,707,22.84098639,2506,1799,2348,12.55952381,10,0.839002268,13,3,13,2.154761905,4,0.29478458,6,2,2,88.51190476,106,8.594104308,190,84,84,2.00452381,0.82,0.067573696,2.04,1.22,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.083333333,2,0.158730159,2,0,0,0.166666667,14,0.329365079,14,0,0,3.202380952,15,0.390306122,18,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.392857143,9,0.74829932,9,0,0,0,0,0,0,0,0,5.154761905,4,0.29478458,9,5,5,8.032797619,25.1925,1.638662132,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.624535316,0.29739777,0.026022305,0.05204461,0,0.154730696,0.011782058
Zr0.5Ta0.5N,25,0.0015,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,31.75,66,24.75,73,7,7,64,38,18,82,44,82,75.04632,166.94118,61.03962,180.94788,14.0067,14.0067,1386.025,3226.95,1322.975,3290,63.05,63.05,9.75,11,5.25,15,4,15,3.75,4,1.75,6,2,2,121.75,104,50.75,175,71,71,2.2275,1.71,0.8125,3.04,1.33,3.04,2,0,0,2,2,2,1.5,3,1.5,3,0,3,1.25,3,1.25,3,0,0,3.5,14,5.25,14,0,0,8.25,15,5.375,19,4,5,0,0,0,0,0,0,1.5,3,1.5,3,0,3,3.75,8,3.75,8,0,0,0,0,0,0,0,0,5.25,5,2.25,8,3,3,17.713125,8.42625,2.944375,23.195,14.76875,14.76875,3.2185,6.437,3.2185,6.437,0,6.437,0,0,0,0,0,0,202.75,35,13.125,229,194,194,0.242424242,0.181818182,0.151515152,0.424242424,0,0.518584714,0.242365533
Zr0.5W0.5B4,46.42365232,0.49,3,0.81240384,0.801040313,0.800009765,0.800000109,0.8,15.4,69,16.64,74,5,5,67.1,28,7.84,72,44,72,36.1552,173.029,40.55072,183.84,10.811,10.811,2460.7,1567,246.86,3695,2128,2348,11.4,9,2.56,13,4,13,2.7,4,1.12,6,2,2,100.9,91,27.04,175,84,84,2.001,1.03,0.1342,2.36,1.33,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.6,4,0.96,4,0,0,1.4,14,2.52,14,0,0,4.8,17,3.04,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.4,8,2.24,8,0,0,0,0,0,0,0,0,5.4,3,0.64,8,5,5,9.6625,16.0225,3.984,23.195,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,175.1,63,14.56,229,166,166,0.416666667,0.166666667,0.125,0.291666667,0,0.232966652,0.0276485
Zr0.5W0.5B4,38.85111847,0.98,3,0.81240384,0.801040313,0.800009765,0.800000109,0.8,15.4,69,16.64,74,5,5,67.1,28,7.84,72,44,72,36.1552,173.029,40.55072,183.84,10.811,10.811,2460.7,1567,246.86,3695,2128,2348,11.4,9,2.56,13,4,13,2.7,4,1.12,6,2,2,100.9,91,27.04,175,84,84,2.001,1.03,0.1342,2.36,1.33,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.6,4,0.96,4,0,0,1.4,14,2.52,14,0,0,4.8,17,3.04,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.4,8,2.24,8,0,0,0,0,0,0,0,0,5.4,3,0.64,8,5,5,9.6625,16.0225,3.984,23.195,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,175.1,63,14.56,229,166,166,0.416666667,0.166666667,0.125,0.291666667,0,0.232966652,0.0276485
Zr0.5W0.5B4,36.06581866,1.96,3,0.81240384,0.801040313,0.800009765,0.800000109,0.8,15.4,69,16.64,74,5,5,67.1,28,7.84,72,44,72,36.1552,173.029,40.55072,183.84,10.811,10.811,2460.7,1567,246.86,3695,2128,2348,11.4,9,2.56,13,4,13,2.7,4,1.12,6,2,2,100.9,91,27.04,175,84,84,2.001,1.03,0.1342,2.36,1.33,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.6,4,0.96,4,0,0,1.4,14,2.52,14,0,0,4.8,17,3.04,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.4,8,2.24,8,0,0,0,0,0,0,0,0,5.4,3,0.64,8,5,5,9.6625,16.0225,3.984,23.195,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,175.1,63,14.56,229,166,166,0.416666667,0.166666667,0.125,0.291666667,0,0.232966652,0.0276485
Zr0.5W0.5B4,34.15092505,2.94,3,0.81240384,0.801040313,0.800009765,0.800000109,0.8,15.4,69,16.64,74,5,5,67.1,28,7.84,72,44,72,36.1552,173.029,40.55072,183.84,10.811,10.811,2460.7,1567,246.86,3695,2128,2348,11.4,9,2.56,13,4,13,2.7,4,1.12,6,2,2,100.9,91,27.04,175,84,84,2.001,1.03,0.1342,2.36,1.33,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.6,4,0.96,4,0,0,1.4,14,2.52,14,0,0,4.8,17,3.04,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.4,8,2.24,8,0,0,0,0,0,0,0,0,5.4,3,0.64,8,5,5,9.6625,16.0225,3.984,23.195,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,175.1,63,14.56,229,166,166,0.416666667,0.166666667,0.125,0.291666667,0,0.232966652,0.0276485
Zr0.5W0.5B4,33.48363185,4.9,3,0.81240384,0.801040313,0.800009765,0.800000109,0.8,15.4,69,16.64,74,5,5,67.1,28,7.84,72,44,72,36.1552,173.029,40.55072,183.84,10.811,10.811,2460.7,1567,246.86,3695,2128,2348,11.4,9,2.56,13,4,13,2.7,4,1.12,6,2,2,100.9,91,27.04,175,84,84,2.001,1.03,0.1342,2.36,1.33,2.04,2,0,0,2,2,2,0.8,1,0.32,1,0,1,0.6,4,0.96,4,0,0,1.4,14,2.52,14,0,0,4.8,17,3.04,20,3,3,0,0,0,0,0,0,4,5,1.6,5,0,5,1.4,8,2.24,8,0,0,0,0,0,0,0,0,5.4,3,0.64,8,5,5,9.6625,16.0225,3.984,23.195,7.1725,7.1725,1.2192,1.524,0.48768,1.524,0,1.524,0,0,0,0,0,0,175.1,63,14.56,229,166,166,0.416666667,0.166666667,0.125,0.291666667,0,0.232966652,0.0276485
Zr0.5Y0.25Gd0.25B20,46.9,0.49,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,6.94047619,59,3.696145125,64,5,5,70.08333333,60,3.650793651,72,12,72,15.39861726,146.439,8.738318594,157.25,10.811,10.811,2327.154762,762,39.70521542,2348,1586,2348,12.54761905,10,0.861678005,13,3,13,2.154761905,4,0.29478458,6,2,2,88.76190476,112,9.070294785,196,84,84,2.003333333,0.84,0.06984127,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.083333333,7,0.16468254,7,0,0,3.107142857,7,0.206632653,10,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.150059524,25.1925,1.862018141,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.643678161,0.30651341,0.022988506,0.026819923,0,0.161717397,0.012549765
Zr0.5Y0.25Gd0.25B20,35.1,0.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,6.94047619,59,3.696145125,64,5,5,70.08333333,60,3.650793651,72,12,72,15.39861726,146.439,8.738318594,157.25,10.811,10.811,2327.154762,762,39.70521542,2348,1586,2348,12.54761905,10,0.861678005,13,3,13,2.154761905,4,0.29478458,6,2,2,88.76190476,112,9.070294785,196,84,84,2.003333333,0.84,0.06984127,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.083333333,7,0.16468254,7,0,0,3.107142857,7,0.206632653,10,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.150059524,25.1925,1.862018141,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.643678161,0.30651341,0.022988506,0.026819923,0,0.161717397,0.012549765
Zr0.5Y0.25Gd0.25B20,32.2,1.96,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,6.94047619,59,3.696145125,64,5,5,70.08333333,60,3.650793651,72,12,72,15.39861726,146.439,8.738318594,157.25,10.811,10.811,2327.154762,762,39.70521542,2348,1586,2348,12.54761905,10,0.861678005,13,3,13,2.154761905,4,0.29478458,6,2,2,88.76190476,112,9.070294785,196,84,84,2.003333333,0.84,0.06984127,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.083333333,7,0.16468254,7,0,0,3.107142857,7,0.206632653,10,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.150059524,25.1925,1.862018141,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.643678161,0.30651341,0.022988506,0.026819923,0,0.161717397,0.012549765
Zr0.5Y0.25Gd0.25B20,30.6,2.98,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,6.94047619,59,3.696145125,64,5,5,70.08333333,60,3.650793651,72,12,72,15.39861726,146.439,8.738318594,157.25,10.811,10.811,2327.154762,762,39.70521542,2348,1586,2348,12.54761905,10,0.861678005,13,3,13,2.154761905,4,0.29478458,6,2,2,88.76190476,112,9.070294785,196,84,84,2.003333333,0.84,0.06984127,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.083333333,7,0.16468254,7,0,0,3.107142857,7,0.206632653,10,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.150059524,25.1925,1.862018141,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.643678161,0.30651341,0.022988506,0.026819923,0,0.161717397,0.012549765
Zr0.5Y0.25Gd0.25B20,28.7,4.9,4,0.952827276,0.952387153,0.952380954,0.952380952,0.952380952,6.94047619,59,3.696145125,64,5,5,70.08333333,60,3.650793651,72,12,72,15.39861726,146.439,8.738318594,157.25,10.811,10.811,2327.154762,762,39.70521542,2348,1586,2348,12.54761905,10,0.861678005,13,3,13,2.154761905,4,0.29478458,6,2,2,88.76190476,112,9.070294785,196,84,84,2.003333333,0.84,0.06984127,2.04,1.2,2.04,2,0,0,2,2,2,0.952380952,1,0.090702948,1,0,1,0.071428571,2,0.136054422,2,0,0,0.083333333,7,0.16468254,7,0,0,3.107142857,7,0.206632653,10,3,3,0,0,0,0,0,0,4.761904762,5,0.453514739,5,0,5,0.404761905,9,0.770975057,9,0,0,0.083333333,7,0.16468254,7,0,0,5.25,11,0.476190476,16,5,5,8.150059524,25.1925,1.862018141,32.365,7.1725,7.1725,1.451428571,1.524,0.138231293,1.524,0,1.524,0,0,0,0,0,0,167.3333333,28,2.53968254,194,166,166,0.643678161,0.30651341,0.022988506,0.026819923,0,0.161717397,0.012549765
Zr0.75Gd0.25B12,41,0.49,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,8.153846154,59,5.822485207,64,5,5,69.51923077,45,4.579881657,72,27,72,18.26634615,146.439,13.76371598,157.25,10.811,10.811,2320.653846,762,50.4852071,2348,1586,2348,12.28846154,10,1.313609467,13,3,13,2.25,4,0.461538462,6,2,2,91.40384615,112,13.66863905,196,84,84,1.982884615,0.84,0.105443787,2.04,1.2,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0.134615385,7,0.264053254,7,0,0,3.192307692,7,0.355029586,10,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0.134615385,7,0.264053254,7,0,0,5.384615385,11,0.710059172,16,5,5,8.575288462,24.8775,2.589763314,32.05,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,0,0,0,0,0,0,168.1538462,28,3.976331361,194,166,166,0.626506024,0.289156627,0.042168675,0.042168675,0,0.161717397,0.018362218
Zr0.75Gd0.25B12,34.4,0.98,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,8.153846154,59,5.822485207,64,5,5,69.51923077,45,4.579881657,72,27,72,18.26634615,146.439,13.76371598,157.25,10.811,10.811,2320.653846,762,50.4852071,2348,1586,2348,12.28846154,10,1.313609467,13,3,13,2.25,4,0.461538462,6,2,2,91.40384615,112,13.66863905,196,84,84,1.982884615,0.84,0.105443787,2.04,1.2,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0.134615385,7,0.264053254,7,0,0,3.192307692,7,0.355029586,10,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0.134615385,7,0.264053254,7,0,0,5.384615385,11,0.710059172,16,5,5,8.575288462,24.8775,2.589763314,32.05,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,0,0,0,0,0,0,168.1538462,28,3.976331361,194,166,166,0.626506024,0.289156627,0.042168675,0.042168675,0,0.161717397,0.018362218
Zr0.75Gd0.25B12,32.9,1.96,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,8.153846154,59,5.822485207,64,5,5,69.51923077,45,4.579881657,72,27,72,18.26634615,146.439,13.76371598,157.25,10.811,10.811,2320.653846,762,50.4852071,2348,1586,2348,12.28846154,10,1.313609467,13,3,13,2.25,4,0.461538462,6,2,2,91.40384615,112,13.66863905,196,84,84,1.982884615,0.84,0.105443787,2.04,1.2,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0.134615385,7,0.264053254,7,0,0,3.192307692,7,0.355029586,10,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0.134615385,7,0.264053254,7,0,0,5.384615385,11,0.710059172,16,5,5,8.575288462,24.8775,2.589763314,32.05,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,0,0,0,0,0,0,168.1538462,28,3.976331361,194,166,166,0.626506024,0.289156627,0.042168675,0.042168675,0,0.161717397,0.018362218
Zr0.75Gd0.25B12,31.3,2.94,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,8.153846154,59,5.822485207,64,5,5,69.51923077,45,4.579881657,72,27,72,18.26634615,146.439,13.76371598,157.25,10.811,10.811,2320.653846,762,50.4852071,2348,1586,2348,12.28846154,10,1.313609467,13,3,13,2.25,4,0.461538462,6,2,2,91.40384615,112,13.66863905,196,84,84,1.982884615,0.84,0.105443787,2.04,1.2,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0.134615385,7,0.264053254,7,0,0,3.192307692,7,0.355029586,10,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0.134615385,7,0.264053254,7,0,0,5.384615385,11,0.710059172,16,5,5,8.575288462,24.8775,2.589763314,32.05,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,0,0,0,0,0,0,168.1538462,28,3.976331361,194,166,166,0.626506024,0.289156627,0.042168675,0.042168675,0,0.161717397,0.018362218
Zr0.75Gd0.25B12,29.5,4.9,3,0.925077959,0.923154819,0.9230771,0.923076924,0.923076923,8.153846154,59,5.822485207,64,5,5,69.51923077,45,4.579881657,72,27,72,18.26634615,146.439,13.76371598,157.25,10.811,10.811,2320.653846,762,50.4852071,2348,1586,2348,12.28846154,10,1.313609467,13,3,13,2.25,4,0.461538462,6,2,2,91.40384615,112,13.66863905,196,84,84,1.982884615,0.84,0.105443787,2.04,1.2,2.04,2,0,0,2,2,2,0.923076923,1,0.142011834,1,0,1,0.134615385,2,0.24852071,2,0,0,0.134615385,7,0.264053254,7,0,0,3.192307692,7,0.355029586,10,3,3,0,0,0,0,0,0,4.615384615,5,0.710059172,5,0,5,0.634615385,9,1.171597633,9,0,0,0.134615385,7,0.264053254,7,0,0,5.384615385,11,0.710059172,16,5,5,8.575288462,24.8775,2.589763314,32.05,7.1725,7.1725,1.406769231,1.524,0.216426036,1.524,0,1.524,0,0,0,0,0,0,168.1538462,28,3.976331361,194,166,166,0.626506024,0.289156627,0.042168675,0.042168675,0,0.161717397,0.018362218
Zr0.8Mo2Ge0.2,8.947,0.98,3,0.721110255,0.680808982,0.668027764,0.666822605,0.666673657,40.8,10,1.6,42,32,42,50.33333333,35,3.822222222,79,44,50,93.1424,23.32,3.7568,95.96,72.64,95.96,2578.893333,1684.6,422.8088889,2896,1211.4,2896,6,10,1.066666667,14,4,6,4.933333333,1,0.124444444,5,4,5,157.3333333,55,9.422222222,175,120,154,1.928666667,0.83,0.319288889,2.16,1.33,2.16,1.333333333,1,0.444444444,2,1,1,0.133333333,2,0.248888889,2,0,0,4.533333333,8,1.351111111,10,2,5,0,0,0,0,0,0,6,10,1.066666667,14,4,6,0.666666667,1,0.444444444,1,0,1,0.266666667,4,0.497777778,4,0,0,5.466666667,8,1.351111111,8,0,5,0,0,0,0,0,0,6.4,4,0.853333333,8,4,6,18.179,7.505,3.318666667,23.195,15.69,15.69,0.025533333,0.383,0.047662222,0.383,0,0,0,0,0,0,0,0,219.4,35,13.54666667,229,194,229,0.222222222,0.022222222,0.755555556,0,0,0.158210251,0.060632677
